time,u1,u2,u3,u4,u5,y1,y2
51,0.64552483,0.75134088,0.39668638,0.43485018,0.52576972,0.057314454,0.13967
52,0.64122127,0.7561124,0.40065486,0.45541969,0.52034016,0.057936295,0.14237242
53,0.64505413,0.76788468,0.39685308,0.43017829,0.50495464,0.058558106,0.17025237
54,0.64837163,0.75264691,0.38404838,0.42613025,0.51213144,0.058488204,0.20544268
55,0.64433678,0.75067909,0.37619883,0.41830619,0.51669325,0.057513796,0.20713763
56,0.64253816,0.75365705,0.37226312,0.42008644,0.51120505,0.056539359,0.20883257
57,0.64329451,0.76751878,0.36991535,0.39000328,0.50731165,0.05556495,0.2105275
58,0.64083449,0.78073626,0.37026245,0.37316436,0.50753469,0.054590513,0.21222244
59,0.63469843,0.7802312,0.36367563,0.38259859,0.49968948,0.053616076,0.21391737
60,0.63346573,0.76875523,0.352396,0.39689751,0.50060414,0.052641653,0.21561233
61,0.63783653,0.77063592,0.35033248,0.38243997,0.50389927,0.05166723,0.21730726
62,0.6450318,0.79062765,0.35480114,0.38226989,0.49757263,0.050692793,0.21900219
63,0.64847249,0.79081927,0.35345099,0.38231512,0.50029926,0.04971837,0.22069713
64,0.64620829,0.77796747,0.33935624,0.38196369,0.506268,0.048743948,0.22239206
65,0.64654477,0.77119323,0.33255621,0.4022043,0.50912948,0.04776951,0.22408702
66,0.64688099,0.7799353,0.33639899,0.40609371,0.50420415,0.046795088,0.22578195
67,0.64302016,0.7783854,0.3317035,0.39649502,0.50683087,0.045820665,0.22747688
68,0.63436221,0.76508078,0.32185055,0.39283801,0.51529757,0.044846242,0.22917182
69,0.62911699,0.76567299,0.31997289,0.409382,0.51261222,0.043871805,0.23086677
70,0.63271449,0.78178987,0.31874707,0.41027786,0.50640872,0.042897382,0.23256171
71,0.64196095,0.78348771,0.30942027,0.39373387,0.50658461,0.041922959,0.23425664
72,0.64406807,0.78012671,0.30493386,0.40785125,0.50676074,0.040948522,0.23595158
73,0.63801593,0.77244702,0.30597927,0.38751997,0.50693664,0.040496007,0.23134956
74,0.6383968,0.77521581,0.30944489,0.38576244,0.51138095,0.040726006,0.21851308
75,0.64613002,0.7808234,0.31297882,0.39093311,0.50765195,0.04095599,0.20567658
76,0.64978373,0.78138071,0.31342978,0.3846965,0.49672247,0.041185974,0.1928401
77,0.64877509,0.76349619,0.31246499,0.40135388,0.50126082,0.041415958,0.1800036
78,0.64996314,0.74867657,0.31070484,0.37763198,0.50773404,0.041645956,0.16716712
79,0.6536615,0.76544647,0.31097544,0.38539955,0.50313705,0.041875941,0.15433062
80,0.65735987,0.77089712,0.31679701,0.39786132,0.4985811,0.066888512,0.14149414
81,0.65376237,0.78228616,0.32072724,0.37272206,0.50007646,0.096110334,0.13821578
82,0.6450821,0.7766092,0.31960939,0.37351579,0.50842589,0.088456795,0.14743654
83,0.64012279,0.75362216,0.32422017,0.39456157,0.51229561,0.080803284,0.1566573
84,0.63331968,0.76647395,0.32696422,0.39780081,0.50792142,0.073149773,0.16587804
85,0.62783561,0.77636533,0.32855765,0.41407278,0.50635032,0.065496234,0.1750988
86,0.62626642,0.77951737,0.32895943,0.43034476,0.50504845,0.057842723,0.18431956
87,0.62469751,0.77403182,0.32440055,0.4295245,0.50679592,0.050189198,0.1935403
88,0.62048729,0.75877671,0.31371675,0.4091705,0.51059528,0.046552104,0.20276105
89,0.62086815,0.76828506,0.30072073,0.38881631,0.51161571,0.048167291,0.21198181
90,0.62359176,0.78348792,0.29366927,0.39248659,0.50872492,0.049782479,0.21535599
91,0.61905259,0.78042303,0.29116571,0.44837789,0.511979,0.051397666,0.21108468
92,0.61639649,0.7719595,0.29097711,0.43978261,0.51272949,0.053012853,0.20681335
93,0.61897136,0.77817644,0.28782856,0.40031065,0.50873078,0.054628041,0.20254204
94,0.62506546,0.77782809,0.29274,0.42602812,0.50635008,0.056243213,0.1982707
95,0.63115956,0.76666557,0.29848231,0.40544735,0.50828518,0.057858415,0.19399939
96,0.63725367,0.76518526,0.29956188,0.38409558,0.50882459,0.059473588,0.18972806
97,0.63991568,0.76488937,0.29599242,0.38307487,0.50518354,0.061088761,0.18545673
98,0.63865474,0.77796726,0.29743003,0.40912125,0.4985872,0.062703963,0.18118541
99,0.63565489,0.77823725,0.30497075,0.42126557,0.49859869,0.064319136,0.17691408
100,0.63066761,0.76896419,0.30919069,0.38734989,0.50616246,0.065934337,0.17264277
101,0.62568006,0.76316519,0.31265903,0.41333957,0.50810342,0.06754951,0.16837144
102,0.62200025,0.77437995,0.31128155,0.40952957,0.50361783,0.069164683,0.16410012
103,0.61683384,0.7794737,0.30339918,0.36417242,0.5058224,0.070779885,0.15982879
104,0.6175173,0.76053578,0.29711298,0.38858591,0.51353861,0.072395058,0.15555748
105,0.62375987,0.76140633,0.29233821,0.39102379,0.51331604,0.073722121,0.1538948
106,0.62426419,0.7585853,0.28747871,0.39127328,0.51165066,0.074672423,0.15564341
107,0.62476852,0.77065347,0.29052479,0.41849899,0.50796856,0.075622725,0.15739204
108,0.62578281,0.77366613,0.29583389,0.42940729,0.50690123,0.076573027,0.15914067
109,0.6273797,0.74914674,0.30162128,0.44256085,0.51080635,0.077523329,0.16088928
110,0.62517197,0.76165019,0.30795531,0.41752372,0.5109588,0.078473631,0.16263792
111,0.61861551,0.77497216,0.30678007,0.38060302,0.50554096,0.079423933,0.16438655
112,0.61429501,0.78689239,0.30354679,0.42239966,0.49896221,0.080374235,0.16613516
113,0.61253001,0.78049261,0.30342655,0.44203914,0.50243933,0.078929668,0.16788379
114,0.61323607,0.77744506,0.30029437,0.40870187,0.50164779,0.074353307,0.16963242
115,0.61080402,0.77201175,0.29736444,0.42083473,0.50434487,0.069776945,0.17138103
116,0.6079123,0.76581216,0.29303517,0.39377931,0.50840244,0.065200583,0.17312966
117,0.60985132,0.77319595,0.29157293,0.40206839,0.50486107,0.060624251,0.17487829
118,0.60901078,0.77624351,0.28549173,0.4217533,0.50550578,0.056047889,0.17662691
119,0.61381866,0.75630402,0.27929574,0.38365328,0.51123437,0.053269127,0.17837554
120,0.62061048,0.75837633,0.28171457,0.3983376,0.51044284,0.052841097,0.18012415
121,0.62229155,0.76762326,0.28510911,0.41905448,0.51190864,0.052413066,0.18187278
122,0.62020702,0.77065347,0.28487405,0.38883521,0.50766368,0.051985021,0.18219369
123,0.61691749,0.78183354,0.2863718,0.39608107,0.50149535,0.051556991,0.18064761
124,0.61716978,0.7805622,0.28431923,0.38971981,0.50165952,0.051128961,0.1791015
125,0.61742208,0.78839861,0.27804668,0.39761203,0.50223412,0.050700916,0.17755541
126,0.61767411,0.78414073,0.28433563,0.41708142,0.50492533,0.050272885,0.17600931
127,0.61792613,0.77800216,0.28470187,0.40464237,0.50606865,0.049844855,0.17446322
128,0.61817843,0.77009616,0.28344464,0.42465619,0.50614487,0.049416825,0.17291711
129,0.61658692,0.76821547,0.28099299,0.44556567,0.50500155,0.04898878,0.17137103
130,0.61657589,0.75724436,0.27617177,0.45175685,0.50849602,0.048560749,0.16982494
131,0.62077858,0.74292981,0.27781711,0.41771652,0.51425392,0.048132719,0.16827883
132,0.62498127,0.75635626,0.27101433,0.38632939,0.51358575,0.047704674,0.16673275
133,0.62709728,0.76984352,0.2764724,0.37000092,0.51175619,0.065019234,0.16518664
134,0.6268283,0.77337002,0.28716715,0.38478717,0.50975098,0.088711016,0.16364055
135,0.62655933,0.76123226,0.2813073,0.38790558,0.51187346,0.090401448,0.16209445
136,0.62629036,0.76386188,0.27727048,0.39102379,0.51166238,0.092091879,0.16054836
137,0.62602139,0.78822454,0.27882563,0.40955209,0.50337158,0.093782282,0.15900225
138,0.62485808,0.78609999,0.28151776,0.38416353,0.49967752,0.095472714,0.15745617
139,0.62785067,0.76798895,0.28246069,0.40553802,0.50739374,0.097163117,0.15591008
140,0.63346546,0.74986078,0.29170685,0.42435,0.51780726,0.098853548,0.15436397
141,0.63939415,0.74857209,0.29777716,0.39254328,0.51295252,0.10054398,0.15281787
142,0.64412106,0.75501533,0.29611679,0.38391403,0.50998551,0.10223438,0.15127178
143,0.64214573,0.75660012,0.30216383,0.39391541,0.50838485,0.10392481,0.14972569
144,0.6401704,0.77020064,0.30406882,0.39493592,0.50073314,0.10640717,0.14817959
145,0.63819507,0.78542942,0.31248959,0.39778211,0.49636481,0.10992516,0.1466335
146,0.63502335,0.78373158,0.32655426,0.38191846,0.49574918,0.11344312,0.1450874
147,0.63440686,0.77758423,0.3221594,0.39634203,0.4980886,0.097879548,0.1435413
148,0.63544913,0.76537688,0.31441098,0.42825068,0.50380545,0.076199264,0.14284261
149,0.63585286,0.76473264,0.31347623,0.3885065,0.50742891,0.079150787,0.14325208
150,0.63921501,0.75761005,0.30639743,0.38687361,0.51301092,0.08210231,0.14366152
151,0.64038074,0.75078357,0.30785421,0.44142696,0.51552061,0.085053834,0.14407099
152,0.6426054,0.7585155,0.31751582,0.41646904,0.52090303,0.088005357,0.14448044
153,0.64890957,0.76217261,0.31965038,0.3852747,0.51651735,0.09095688,0.14488991
154,0.6519971,0.77361388,0.32320346,0.36744946,0.4999416,0.093908403,0.14529935
155,0.65140886,0.7826692,0.32665539,0.35731217,0.50020545,0.095732438,0.14570882
156,0.65082035,0.7820423,0.3315914,0.41827201,0.50469666,0.096082065,0.14611827
157,0.65023211,0.7652724,0.34064082,0.40869041,0.51065391,0.096431692,0.14652774
158,0.65156567,0.75663502,0.34129403,0.38405014,0.51276467,0.096781319,0.14693718
159,0.65180102,0.76603868,0.34401622,0.41811339,0.50888322,0.097130946,0.14734665
160,0.6482705,0.77734037,0.34405996,0.4371065,0.5015188,0.097480573,0.1477561
161,0.64893755,0.7756513,0.33589885,0.40920066,0.50284389,0.0978302,0.14816557
162,0.65440118,0.76377474,0.34355433,0.38607989,0.50642044,0.098179856,0.14857501
163,0.65857052,0.76135409,0.34851222,0.39515124,0.50624455,0.098529483,0.14898448
164,0.66126024,0.7683373,0.34875274,0.41011903,0.50368819,0.09887911,0.14939393
165,0.6626554,0.76551626,0.35469183,0.42095938,0.50661979,0.099228737,0.14980339
166,0.66257148,0.76159795,0.35796065,0.40390514,0.51102517,0.10089963,0.15021284
167,0.6572703,0.76293888,0.36676132,0.37306243,0.50639324,0.10429837,0.15062231
168,0.65072971,0.77021799,0.3712546,0.3987232,0.50176131,0.086419269,0.15103176
169,0.64958631,0.76966088,0.36437804,0.39553684,0.50881287,0.060363188,0.15144122
170,0.64844318,0.7695564,0.35584109,0.36399108,0.51665807,0.06000046,0.15389335
171,0.64730004,0.77866395,0.34860515,0.39396065,0.51211971,0.059637731,0.15901669
172,0.64615691,0.78108461,0.34453553,0.37959378,0.50983306,0.059275003,0.16414002
173,0.64805774,0.78074504,0.34247747,0.39208973,0.50754618,0.058912275,0.16926336
174,0.64786731,0.77852478,0.33525383,0.41652594,0.50739374,0.058549547,0.17438669
175,0.64358581,0.77343961,0.32910427,0.38431089,0.51165066,0.058186818,0.17951003
176,0.64527818,0.76215505,0.33279673,0.39559354,0.51364438,0.05782409,0.18463338
177,0.6472172,0.75691336,0.33311924,0.40871313,0.51047802,0.057461362,0.1897567
178,0.64189343,0.77714895,0.3300062,0.41285184,0.50493142,0.057098634,0.19488005
179,0.63591768,0.77352675,0.327653,0.40977324,0.50873078,0.056735906,0.20000337
180,0.6332952,0.76506343,0.32485153,0.37771159,0.5134333,0.056373177,0.20512672
181,0.63067272,0.77133261,0.32494992,0.3927588,0.50833208,0.056010449,0.21025004
182,0.62804998,0.76973047,0.31800092,0.39163617,0.50771058,0.055647721,0.21537339
183,0.6254275,0.77969144,0.30892012,0.39122805,0.50577549,0.055284993,0.22049671
184,0.62010615,0.77572088,0.30042282,0.41989364,0.50810905,0.054922264,0.22562006
185,0.61781989,0.76549871,0.29175059,0.35936443,0.51244805,0.054559536,0.23074338
186,0.61585854,0.7457684,0.27806036,0.38276868,0.51350343,0.054196808,0.23586672
187,0.61170884,0.76274726,0.27062077,0.44593982,0.5097158,0.05383408,0.24099005
188,0.61376836,0.78139806,0.26705131,0.40822539,0.50310187,0.053471351,0.24611339
189,0.61582761,0.76879013,0.26424712,0.39667074,0.50590448,0.053108609,0.25123672
190,0.61788713,0.76760592,0.26494133,0.39435751,0.50846107,0.05274588,0.25123324
191,0.62196663,0.76196364,0.26154133,0.40745438,0.50904716,0.052383152,0.24452545
192,0.6238177,0.7643145,0.25560769,0.43632424,0.50761677,0.052020424,0.23781766
193,0.62048352,0.78199027,0.25117457,0.40155794,0.50351229,0.051657696,0.23110987
194,0.61714934,0.78045771,0.25007858,0.40295259,0.5043566,0.051294967,0.22440208
195,0.61381516,0.77796747,0.24547871,0.38844961,0.50506018,0.050932239,0.21769429
196,0.61048072,0.75686133,0.24902632,0.39195362,0.51139268,0.050569511,0.21098651
197,0.60714654,0.75498043,0.24817904,0.44603069,0.50894186,0.050206783,0.21100527
198,0.6045055,0.77807195,0.24255154,0.40621836,0.50063932,0.049844054,0.2198203
199,0.60006719,0.78482865,0.23664524,0.35855945,0.50241564,0.049481326,0.22863535
200,0.59847568,0.76912092,0.22822993,0.35689258,0.51024325,0.049118583,0.23745038
201,0.60351918,0.77251661,0.21539789,0.39743048,0.50875423,0.048755855,0.24626541
202,0.60385539,0.77182013,0.20656443,0.42501908,0.50572859,0.048393127,0.25508044
203,0.60218534,0.7451066,0.19962229,0.37633946,0.51081808,0.048030399,0.26389547
204,0.60695987,0.7530824,0.18961904,0.38118143,0.51114642,0.04766767,0.26468109
205,0.61233931,0.77030513,0.19327596,0.42957737,0.50665521,0.047462127,0.25496673
206,0.61502903,0.77495482,0.20332295,0.40168279,0.51019658,0.047462127,0.24525235
207,0.61771876,0.76915581,0.19755055,0.39783881,0.51584895,0.047462127,0.23553797
208,0.62550819,0.75660012,0.19389363,0.4032248,0.50986824,0.047462127,0.22582359
209,0.63175076,0.76025702,0.19742756,0.40711422,0.50388754,0.047462127,0.21610921
210,0.63274273,0.77580802,0.19977808,0.42488297,0.50201131,0.047462127,0.20639485
211,0.63736583,0.7786813,0.19951296,0.40535668,0.50482565,0.047462127,0.19668047
212,0.63674558,0.7844803,0.19751368,0.40153522,0.50296115,0.047462127,0.18696609
213,0.63013317,0.78533371,0.19880507,0.40228371,0.49996294,0.047462127,0.17725171
214,0.62352075,0.7707404,0.19733192,0.38413518,0.50178054,0.047462127,0.16753733
215,0.62266139,0.76882481,0.19870668,0.40939346,0.50359813,0.047462127,0.16438158
216,0.62471607,0.76067495,0.1974959,0.40770388,0.50982134,0.047462127,0.16980251
217,0.62258661,0.7539356,0.19170167,0.41490431,0.51122851,0.047462127,0.17522344
218,0.62045716,0.77034002,0.18570521,0.40078693,0.50934032,0.047462127,0.18064436
219,0.62099537,0.76877257,0.17420692,0.3989725,0.51211971,0.047462127,0.18606527
220,0.62458185,0.78341813,0.17610645,0.43166945,0.50728843,0.047462127,0.1914862
221,0.62816832,0.78806761,0.17331318,0.38821157,0.50595139,0.047462127,0.19690713
222,0.62839426,0.76535954,0.17307267,0.39003726,0.50873078,0.048340183,0.19847028
223,0.62477981,0.76631723,0.18082928,0.36836783,0.51121678,0.050366472,0.19498867
224,0.62681405,0.77004392,0.17967318,0.37579503,0.51254186,0.052392745,0.19150706
225,0.63530362,0.76762326,0.18311966,0.43943119,0.50814446,0.054419033,0.18802543
226,0.64019757,0.77119323,0.1865388,0.40007262,0.50374682,0.056445321,0.18454382
227,0.64098216,0.76569033,0.19242596,0.40028794,0.50452077,0.05847158,0.1810622
228,0.64176648,0.76865075,0.19568658,0.37438912,0.50759332,0.060497868,0.17758058
229,0.64469559,0.75602547,0.19821745,0.36086141,0.50908257,0.062524156,0.17409896
230,0.65007503,0.75322178,0.19825025,0.4328544,0.50601025,0.064550444,0.17061735
231,0.65270881,0.76623009,0.19965235,0.42014314,0.50351229,0.066576732,0.16713574
232,0.65440118,0.76544647,0.20047775,0.41336209,0.50888322,0.068602991,0.16365411
233,0.65652525,0.77687019,0.20919917,0.39736233,0.50650276,0.070629279,0.1601725
234,0.65627296,0.77131506,0.2122876,0.40907601,0.50507191,0.072655567,0.15669089
235,0.65378496,0.76614316,0.2137307,0.44927375,0.50382891,0.074681855,0.15320927
236,0.64874147,0.76417533,0.22460307,0.38932294,0.50294943,0.076708144,0.14972765
237,0.64667926,0.75332605,0.22587944,0.37591988,0.51003241,0.078734402,0.14624604
238,0.65084859,0.75875936,0.21947845,0.38962894,0.50986824,0.080760691,0.14276442
239,0.65824533,0.76694412,0.22059359,0.40201149,0.50388754,0.082786979,0.13928281
240,0.66255641,0.76744919,0.23291451,0.42144711,0.50258591,0.084813267,0.13580119
241,0.66334101,0.77337002,0.24263899,0.39529881,0.50104975,0.086839555,0.13231958
242,0.6641256,0.77619127,0.24571377,0.40452898,0.50265627,0.088865814,0.12883796
243,0.66250423,0.76710085,0.24939528,0.36073656,0.50878355,0.090892102,0.12535634
244,0.65813344,0.76104064,0.25536444,0.36514749,0.50764022,0.09291839,0.12187473
245,0.65693974,0.76783223,0.26021848,0.42097084,0.50415748,0.094944678,0.11839311
246,0.65937743,0.76100574,0.26612204,0.40010659,0.509493,0.096970966,0.1149115
247,0.65928491,0.75565957,0.26699391,0.41030058,0.51618315,0.098997225,0.11369976
248,0.65630093,0.76903378,0.26689826,0.35381961,0.50941091,0.10102351,0.11545633
249,0.65331695,0.76396637,0.26957126,0.35055384,0.50801523,0.1030498,0.11721291
250,0.65033297,0.75337829,0.27455649,0.43061496,0.51013795,0.10507609,0.11896947
251,0.64528948,0.76896419,0.27644782,0.4264477,0.50499006,0.1049277,0.12072605
252,0.64040306,0.78421053,0.27083669,0.41620828,0.50218721,0.10193553,0.12248262
253,0.63477697,0.7759823,0.26731096,0.37339134,0.50764022,0.098943335,0.12423919
254,0.63173409,0.7731784,0.26359937,0.37921963,0.51087671,0.095951169,0.12599576
255,0.63635718,0.76974781,0.26587335,0.4315446,0.5115803,0.092958974,0.12775234
256,0.6390582,0.77241233,0.26423073,0.4352016,0.50941091,0.089966808,0.12950891
257,0.63956252,0.76560319,0.25990691,0.4527094,0.51085326,0.086974613,0.13126548
258,0.64006684,0.75614729,0.26163972,0.4482645,0.51237793,0.083982447,0.13302206
259,0.64198327,0.76203343,0.26409406,0.42508703,0.50934055,0.080990252,0.13477862
260,0.64551353,0.75983909,0.26869664,0.42984959,0.50684283,0.077998087,0.1365352
261,0.64904406,0.76621274,0.26671788,0.40397329,0.50375269,0.075005892,0.13829177
262,0.65257432,0.75811512,0.27677033,0.36443318,0.50577549,0.097107364,0.13679055
263,0.65806592,0.75318688,0.29579015,0.3588202,0.50381718,0.12525195,0.13102914
264,0.66277885,0.75909036,0.30461271,0.39409676,0.50064706,0.11838742,0.12526774
265,0.66403979,0.76595154,0.30899937,0.43992998,0.50129202,0.11152289,0.11950633
266,0.66377082,0.77681816,0.30584263,0.41815862,0.50193697,0.10465836,0.11374493
267,0.66175326,0.76243381,0.30576609,0.39528735,0.50663152,0.097793837,0.10798353
268,0.65824533,0.76391412,0.31022384,0.38497997,0.50733534,0.09092928,0.11046941
269,0.65303399,0.76610826,0.31419506,0.3697285,0.5097627,0.084064752,0.12374022
270,0.649823,0.75898588,0.31504232,0.38173692,0.51384373,0.077200224,0.13701102
271,0.64889828,0.77741016,0.31337784,0.40219304,0.50970407,0.070335696,0.15028182
272,0.64989589,0.77949982,0.30964439,0.40760175,0.50726498,0.063471168,0.16355262
273,0.650344,0.76875523,0.30359325,0.40316811,0.50687777,0.05660664,0.17682344
274,0.65040022,0.76091881,0.29739314,0.41903176,0.50998551,0.049742098,0.19009424
275,0.64920087,0.77551192,0.29282199,0.42935059,0.50840244,0.050483698,0.19463795
276,0.64607945,0.78317427,0.29245029,0.44284433,0.50562915,0.061171793,0.1877693
277,0.64649985,0.78272144,0.29871463,0.42005246,0.50149535,0.071859918,0.18090066
278,0.64876379,0.7658993,0.30483957,0.40416609,0.50052206,0.082548013,0.174032
279,0.65070281,0.76168509,0.30052395,0.38791684,0.50069796,0.093236108,0.16716336
280,0.64986227,0.77246457,0.30133841,0.37350453,0.50733534,0.1039242,0.16029472
281,0.64902173,0.76509833,0.31481,0.40070752,0.51061873,0.11076564,0.15342606
282,0.6491226,0.77133261,0.32282627,0.44765212,0.50681914,0.11257678,0.14655742
283,0.65029935,0.76727492,0.32699976,0.45470518,0.50715944,0.11438795,0.13968877
284,0.65265286,0.76753612,0.3330427,0.42549515,0.502539,0.11619911,0.13282013
285,0.65635123,0.77108875,0.33810172,0.36207452,0.50319568,0.11801028,0.12595148
286,0.66004959,0.7530475,0.33633886,0.32504043,0.51234251,0.11982145,0.11908283
287,0.66225759,0.74698729,0.34247747,0.38211106,0.51620074,0.12163261,0.11221418
288,0.66542931,0.76408819,0.35205983,0.44557713,0.51316336,0.12344378,0.10534553
289,0.66825002,0.7646455,0.35210083,0.44840061,0.51428933,0.11750926,0.10920174
290,0.66718516,0.77023554,0.35656949,0.40528873,0.50992687,0.10144581,0.12708274
291,0.66612056,0.78336589,0.3527349,0.3791744,0.50218721,0.085382353,0.14496374
292,0.66374823,0.77956961,0.34058614,0.39125056,0.50585758,0.069318928,0.16284475
293,0.66176456,0.76229443,0.34007233,0.39070634,0.51165089,0.053255458,0.18072575
294,0.66193267,0.76447123,0.33217905,0.37573854,0.51177965,0.044531988,0.19028743
295,0.66045332,0.76577747,0.32048672,0.39712429,0.5114044,0.045406944,0.18897001
296,0.66085678,0.77962185,0.32008222,0.39441421,0.50496051,0.046281899,0.18765258
297,0.66284421,0.78383606,0.32286729,0.37494461,0.50241001,0.047156855,0.18633515
298,0.66172341,0.76656109,0.31899443,0.4220595,0.50712403,0.048031825,0.18501772
299,0.6606026,0.75680909,0.32103883,0.39908609,0.51267085,0.048906781,0.18370029
300,0.66050174,0.77946513,0.31929508,0.39531006,0.50491946,0.049781736,0.18238286
301,0.6615666,0.78357485,0.3164499,0.43762822,0.50264454,0.050656692,0.18106543
302,0.66263119,0.77741016,0.32310232,0.40293007,0.50472035,0.051531648,0.179748
303,0.6628851,0.77493726,0.32026806,0.39474312,0.50727647,0.052406603,0.17843057
304,0.66472325,0.76953885,0.31163137,0.37026167,0.51336271,0.053281559,0.17711314
305,0.66648852,0.76152837,0.31342432,0.40222702,0.51376141,0.054156514,0.17579571
306,0.66489136,0.74562902,0.3180597,0.45962655,0.50958681,0.05503147,0.17447828
307,0.66562808,0.75905547,0.31349537,0.37336862,0.50442695,0.055906426,0.17316086
308,0.66903246,0.75691357,0.31158492,0.35854819,0.50561132,0.056781381,0.17184343
309,0.67243684,0.76083167,0.31565454,0.39374533,0.50160089,0.057656337,0.170526
310,0.67584122,0.7814154,0.31641982,0.39289491,0.49939609,0.058531322,0.16920857
311,0.67804894,0.77385754,0.31978567,0.3983378,0.50741742,0.059406277,0.16789114
312,0.67888948,0.75694826,0.32849751,0.390026,0.51476425,0.060281233,0.16657371
313,0.67973002,0.75099253,0.33010185,0.41329414,0.51362069,0.061156188,0.16525628
314,0.67770708,0.74784071,0.31853253,0.38866533,0.51547347,0.062031144,0.17129206
315,0.67241155,0.75562488,0.30715997,0.35521446,0.51722093,0.0629061,0.18694356
316,0.66953517,0.77134995,0.30781319,0.38364202,0.5121434,0.063781055,0.20259507
317,0.669423,0.7823733,0.29547313,0.40265785,0.50748778,0.042727751,0.22358135
